Phenotype,GUIDE Lat0_Contrib,GUIDE Lat0_LogW,GUIDE Lat0_Cos,GUIDE Lat1_Contrib,GUIDE Lat1_LogW,GUIDE Lat1_Cos,GUIDE Lat2_Contrib,GUIDE Lat2_LogW,GUIDE Lat2_Cos,GUIDE Lat3_Contrib,GUIDE Lat3_LogW,GUIDE Lat3_Cos,GUIDE Lat4_Contrib,GUIDE Lat4_LogW,GUIDE Lat4_Cos,GUIDE Lat5_Contrib,GUIDE Lat5_LogW,GUIDE Lat5_Cos,GUIDE Lat6_Contrib,GUIDE Lat6_LogW,GUIDE Lat6_Cos,GUIDE Lat7_Contrib,GUIDE Lat7_LogW,GUIDE Lat7_Cos,GUIDE Lat8_Contrib,GUIDE Lat8_LogW,GUIDE Lat8_Cos,GUIDE Lat9_Contrib,GUIDE Lat9_LogW,GUIDE Lat9_Cos,Max_Contrib,Top_Latent,Max_LogW,Num_Significant
Median z-statistic (in group-defined amygdala activation mask) for shapes-faces contrast,2.816897614276604e-05,0.018638852432857574,0.0026704502719997673,2.3438290928522004e-05,0.016970766938745788,0.002422227137773485,3.904324042779923e-05,0.022024698045461123,0.004036855803387229,5.1429836754522826e-05,0.02536967891772282,0.012073092144543223,6.938534530284551e-07,0.0028741575920810335,0.0002275270401373248,3.47705869907945e-07,0.002032660225714339,0.0003546744988003446,2.556254722362922e-09,0.0001739138964825166,5.196462529491407e-07,1.0856267251365295e-06,0.003598120838772064,0.001105949082469954,2.6146977954579727e-05,0.01794376095629128,0.002575059615350807,6.3943133568579255e-06,0.008783787921645208,0.0014292664733947646,0.0012836950473560942,GUIDE Lat64,0.1414263433129183,0
Weighted-mean FA in tract inferior longitudinal fasciculus (left),0.0008289981319485853,0.11068797846980748,0.013211669932579587,0.00031751483077361616,0.06569557973042069,0.005516246570816604,2.5674905519228392e-05,0.017777801559357716,0.000446269252836659,7.856508707394416e-07,0.0030590261020529805,3.10044260200311e-05,1.1190854895754636e-06,0.003653376816385444,6.169063746174992e-05,5.2922361678221915e-06,0.007983871862660658,0.0009075026206531552,1.1984118903164271e-06,0.003781195672524822,4.095439472783447e-05,8.650844435390475e-07,0.0032105003688755545,0.00014815074480894664,0.00012687356669376735,0.04048811515341173,0.002100524088147997,5.612974062384613e-06,0.00822447420421111,0.00021091285797492757,0.019562269902553567,GUIDE Lat57,0.7877691824725871,0
Mean FA in superior cerebellar peduncle on FA skeleton (left),2.512466741054219e-06,0.005485518429748925,0.0006408191817475216,0.00010858882393578628,0.03733442264255163,0.030192272521787654,8.262590099109713e-06,0.009998504379249061,0.002298451469315365,5.687926350473423e-06,0.008279719350386194,0.0035923536331240054,3.4086740661850816e-06,0.006395995722564572,0.003007270458981412,1.0169524974377586e-06,0.0034819963696717878,0.0027908748171280766,1.0522917863596331e-07,0.0011170459548681339,5.755215649146313e-05,2.537794748294396e-06,0.005513272197515636,0.00695557198375286,6.827915670692333e-07,0.00285107948914866,0.0001809154614571323,4.932663089492187e-07,0.002422105404641773,0.0002966350688481434,0.00047558029310128296,GUIDE Lat46,0.08164116535791593,0
Median BOLD effect (in group-defined amygdala activation mask) for shapes-faces contrast,3.211491610092795e-05,0.019929663672153923,0.0036572391699186925,1.454969141769698e-05,0.013317159340893331,0.0018062416190397798,4.912788265500147e-05,0.024779663500891898,0.006101808396089122,2.4001980271733313e-05,0.01717753274679792,0.006768362046574003,2.82404448192571e-07,0.0018314474891378378,0.00011124229342571449,9.220043117027419e-07,0.003314832974279039,0.0011297543725401974,7.095432406388683e-10,9.161793993271535e-05,1.7326692866090944e-07,3.6476097853750667e-07,0.0020820325309462537,0.0004463711490400932,2.4479163783992764e-08,0.0005384093330124637,2.8959796305332774e-06,2.7986412575399113e-06,0.0057915097159585635,0.0007514492598077599,0.0010956113084359292,GUIDE Lat64,0.12932832037129663,0
Total fat-free mass,3.945726176274793e-05,0.022144035265115297,0.0002430064653991759,0.00025926676254631675,0.0589731374352632,0.001740657084203446,0.00030112421774356103,0.06386280836544227,0.002022648975000584,3.461772646118977e-05,0.020709282350838267,0.0005279336735708487,8.735470621964005e-07,0.00322622326783668,1.8609256548223177e-05,1.2601139557036325e-06,0.0038777408042716946,8.350360305584668e-05,1.2596225552977313e-05,0.012378025718676888,0.00016634952053640173,2.6306907199549983e-07,0.0017675096352184165,1.7410123503355367e-05,7.920515720974666e-05,0.031697010057584456,0.0005067534334156253,2.8488032580345406e-07,0.0018394751574062477,4.1367492890772775e-06,0.1085878084855926,GUIDE Lat94,3.116063405437438,0
Weighted-mean FA in tract medial lemniscus (right),2.5898602939651895e-05,0.0178566245666312,0.003911449177718865,9.055098194262173e-05,0.03397286414381314,0.014908364769253318,5.6876027289054706e-05,0.02671782801558943,0.009368596977496025,8.2326679051171e-06,0.009980178704980141,0.003078873797344059,4.666398141599019e-07,0.0023556469169383606,0.0002437782611506058,1.1117567295432729e-06,0.0036413444564761216,0.0018066566727719005,8.841235760209704e-06,0.010346722222023815,0.0028632849149087306,2.1611134626643604e-06,0.005085211512104151,0.003507357997381904,2.6172709312555807e-05,0.017952765416467745,0.004106410767951483,4.161323609252795e-08,0.0007021206586589377,1.4818310915568137e-05,0.0009049316878955079,GUIDE Lat38,0.11621047937683364,0
Weighted-mean FA in tract posterior thalamic radiation (left),0.002259182406481932,0.19591063769734676,0.055185525217947944,0.0013641599985245707,0.14639395571255784,0.03632575797977703,0.0002958879137253895,0.06326818109063181,0.00788288257013117,3.5288105212979806e-05,0.020913490926054996,0.0021344803393702834,4.3638933521553794e-07,0.002277811039985264,3.687226713073434e-05,1.6101196397075976e-06,0.004385853650840932,0.0004231911125284822,9.073886803658871e-07,0.003288355280512656,4.752886893420683e-05,2.6114429012386286e-07,0.0017610185510726283,6.854812673761047e-05,3.8064728495002685e-05,0.02174023496000361,0.0009659373812947658,5.613348082157897e-07,0.002584305447619093,3.232970296795328e-05,0.006734984418647223,GUIDE Lat57,0.38239986428105804,0
Weighted-mean FA in tract middle cerebellar peduncle,1.1086455635180481e-05,0.01160251546215269,0.002525263194694805,4.405241185117488e-05,0.023430607714015405,0.010938533674708937,1.311845127165651e-05,0.01263563198517678,0.0032589705836780143,2.9168271399111256e-05,0.018973528402819538,0.016451842916250403,1.2335440194390894e-08,0.0003821321492661741,9.71897371864444e-06,2.0567552789236286e-06,0.004960208119171692,0.005040818428879355,3.895752784413845e-07,0.0021518586000439026,0.00019028105670507717,1.1082006709013529e-06,0.0036354919478943583,0.0027125234908302676,8.605384607338042e-07,0.003202022755768393,0.00020362756359673727,2.3073688302909416e-07,0.0016551199496869777,0.00012391868758371413,0.0004332269471634024,GUIDE Lat72,0.07762545829836988,0
Leg tissue fat percentage (right),5.810970699427224e-08,0.0008298203182937551,6.54535025133041e-07,0.07107831947887142,2.1524451649548673,0.8727640490609107,0.00013359106778106054,0.0415937139914546,0.0016411397897527831,1.2258345929572787e-05,0.012208579949576864,0.0003419054431958919,2.817115006889595e-07,0.001829194438800414,1.0975911910982269e-05,1.108286960967957e-06,0.0036356340729525043,0.00013432007868194865,1.3890912500128888e-08,0.00040552097323695677,3.355098080449132e-07,5.137019438155537e-06,0.007864865900405143,0.0006217797705799299,7.837644022720613e-05,0.03152500681528859,0.000917111404519266,2.816878592178484e-07,0.0018291175222439396,7.480974819258334e-06,0.07107831947887142,GUIDE Lat1,2.1524451649548673,0
Leg total mass (right),2.1673439066133817e-05,0.016307419578662434,0.0003774944158107176,0.015135022021902015,0.6569278429971066,0.2873698831381912,0.00013357369836185728,0.04159088843217434,0.0025373922066758035,4.1772095547562845e-06,0.007085936235455224,0.00018016021916664277,8.345765635601507e-08,0.000994660856958694,5.028063077632216e-06,8.238443733643216e-07,0.0031327629295504096,0.00015439470090546732,3.057761180402529e-06,0.006055497499877183,0.00011420273491970974,9.279880268409424e-06,0.010603328053083625,0.001736865740821305,8.806936892736852e-06,0.010326398132644098,0.00015935288876812873,2.5499017249574914e-06,0.005526490387902719,0.00010471574894970929,0.01941529487619182,GUIDE Lat94,0.7835145817440294,0
Leg fat mass (right),1.657539848490186e-05,0.014228387350424273,0.00021758476967862479,0.05647659662828136,1.7769852037014753,0.8081807912645397,0.00017888908859954038,0.04847226758090053,0.0025611340763966534,1.2243841520445079e-08,0.00038071009294635046,3.979899914358743e-07,2.793615782099883e-07,0.0018215332791106226,1.2684782364635019e-05,1.0162203343239865e-06,0.003480737702382888,0.00014353469924457534,2.167885304496019e-06,0.005093218830890982,6.102264884395488e-05,6.226458399936841e-06,0.00866658906395436,0.000878307879990926,2.000462130853556e-05,0.01565576827862336,0.00027280178221802666,1.6320559458381478e-06,0.0044157793755690644,5.051326198741893e-05,0.05647659662828136,GUIDE Lat1,1.7769852037014753,0
Leg lean mass (right),7.6143329641073485e-06,0.009593915434886803,9.188717414141315e-05,0.0006393191148427448,0.09592038290230681,0.00841039150679487,5.167765974221832e-07,0.0024793174965011453,6.801580118317407e-06,1.5292586476126897e-07,0.0013469702239495022,4.5697654830279065e-06,1.531404894587128e-06,0.004276772810880557,6.392413979216885e-05,4.066201441951085e-07,0.0021985466501272142,5.279787333669808e-05,1.484756763490876e-06,0.004210815605596708,3.8420992826587525e-05,9.037757860087964e-07,0.00328177759941758,0.00011719927004097221,6.520983362737083e-06,0.008871235663634427,8.175013486878459e-05,6.091086186989469e-08,0.0008496048116472,1.7331000482982656e-06,0.056514302123906415,GUIDE Lat94,1.7779587781446957,0
Legs tissue fat percentage,8.837650842889772e-06,0.010344599752557988,0.00011874445392738032,0.05759660979688905,1.8058922804355375,0.8436239642250382,4.003496267163285e-05,0.022309560221813463,0.000586678092718097,1.2936047773695393e-05,0.01254623121052275,0.0004303958174376468,5.089834078137328e-10,7.759538487947882e-05,2.3655490104469483e-08,2.104646059227309e-06,0.005017953180205462,0.00030427065805691927,2.3815431287592968e-08,0.0005310554184041647,6.861596652163422e-07,5.37776305476937e-06,0.008048714126255897,0.0007764604368590217,9.53418574060886e-06,0.010749388558429732,0.00013307989744991536,1.311230657688395e-10,3.9382612579526814e-05,4.15395175315281e-09,0.05759660979688905,GUIDE Lat1,1.8058922804355375,0
Legs total mass,2.3706459492213118e-05,0.01706942823599527,0.0003244338988406757,0.010232949555419037,0.5028656366237757,0.15266372419720375,6.492273495354449e-05,0.028602963716699525,0.0009690368286340483,1.5875785348515467e-09,0.00013705074701825514,5.3800298144172255e-08,7.793859453796826e-07,0.003046762411276616,3.6894695280439535e-05,7.537859876226072e-07,0.002996133971372894,0.00011099721849228459,1.8674687719189092e-06,0.004725190271043329,5.480284631837136e-05,4.613884243157421e-06,0.007450166819569325,0.0006785274092216911,3.651528170674105e-05,0.02128257265269098,0.0005191424438756528,2.7889619128599085e-06,0.0057814197140976615,8.999284242349744e-05,0.02913461793597696,GUIDE Lat94,1.0560247680758834,0
Legs fat mass,1.5214123037663404e-06,0.00426272863779617,1.7844976198124696e-05,0.053853188806223896,1.7091708565037036,0.6885824742458961,4.28881523958616e-05,0.02311091429083704,0.000548643621797538,9.226805564496863e-07,0.003316053000380817,2.6798491872060273e-05,1.0764860140577599e-07,0.001129831083273005,4.367463365294929e-06,7.690960756604103e-07,0.0030265131209484494,9.706309881624463e-05,8.456559949579745e-07,0.0031741124145397604,2.126929134036963e-05,7.130110700674128e-06,0.00928058584881549,0.000898682935386917,1.5090651512305934e-05,0.013566217931445669,0.00018387783979652858,4.97769659753665e-06,0.007740860301845529,0.0001376585937661499,0.053853188806223896,GUIDE Lat1,1.7091708565037036,0
Legs lean mass,8.714799575933251e-06,0.010271609148498156,6.40226037427737e-05,0.0003821941657625617,0.07255780479957648,0.003060803673093922,2.898433864049058e-05,0.018912344694592735,0.00023223264709176678,2.9588654439941284e-05,0.019112675134651928,0.0005382587284211206,1.2602647519532182e-06,0.003877973848977312,3.202503026066762e-05,2.8592569817978945e-07,0.001842854189905503,2.2601310790131904e-05,3.027354486237774e-07,0.0018963680847434695,4.769023314032724e-06,4.606296062063299e-08,0.0007387375973081995,3.6363774053557794e-06,3.94327062722462e-06,0.006883081108018999,3.009434301356423e-05,9.343857967240366e-08,0.0010525285902795104,1.6184825273069119e-06,0.09358227558507694,GUIDE Lat94,2.7295028839494657,0
Mean FA in genu of corpus callosum on FA skeleton,0.00017170524341731012,0.04743909995852181,0.0068943153288079494,1.0054906601740556e-05,0.011042650838634226,0.00044010987996684857,5.330023111412403e-05,0.025839948554459136,0.0023341062744665175,1.6016643324743432e-05,0.013982704798669296,0.0015924618107491513,3.2439527139172635e-06,0.006238429163757167,0.00045054059746289614,3.618706966901124e-07,0.0020737476853958108,0.0001563383449932109,1.9043812432585936e-06,0.00477191429427072,0.00016396521396728705,1.543317225427298e-06,0.004293455945163801,0.0006658922534297726,1.2117181488997104e-05,0.012137114432332074,0.0005054306239981058,2.0470344472517736e-07,0.0015587827172743613,1.9379322699686077e-05,0.005991529472158908,GUIDE Lat46,0.354905930532358,0
Cooked vegetable intake,5.316410411512069e-05,0.025805988039431897,0.0007839585192997993,5.004154684294432e-07,0.0024396435970214353,8.044161877927703e-06,0.0011320096627480598,0.13172804291784249,0.018205753845822917,1.7549507773575835e-05,0.014647301441879309,0.0006408102655458938,4.450503317048144e-06,0.007315962142341449,0.00022700506284675334,9.409315422080778e-08,0.0010562133152311002,1.4929220056280177e-05,2.7178323978247998e-06,0.005706736010116675,8.593844569884044e-05,5.544539666381936e-06,0.008173716187781864,0.0008785798781575678,8.596785122239823e-05,0.03307046993977828,0.0013169309661973524,3.691201930154961e-06,0.0066577563496991845,0.00012833592536784383,0.011753733042411469,GUIDE Lat45,0.5520528940105072,0
Age at cancer diagnosis,3.102603500729632e-07,0.0019198434406993141,0.00017296050756482285,1.1049368395820738e-06,0.0036301121816473747,0.0006714808293907853,7.775616351640688e-05,0.03139571060871778,0.047275860847630954,4.597812091903221e-06,0.007437069535079914,0.006346902507418396,1.102567430617013e-06,0.0036262017517046845,0.002126070504516173,1.3155229846604128e-06,0.0039624609334017345,0.007890846977429714,7.298542709200087e-08,0.0009300960821016109,8.724630958321423e-05,2.987838523744853e-06,0.005985385468725747,0.01789859614856707,8.00340860518757e-07,0.0030875929672864464,0.0004634981625268657,3.22445090788614e-07,0.001957262927048491,0.0004238208324332219,0.00010823464638507376,GUIDE Lat20,0.03727101853300266,0
Reported occurrences of cancer,0.0003914685880812231,0.07349932203581043,0.004841242919876844,2.7350486062050192e-06,0.005724900103228327,3.687232269437015e-05,1.284623248500279e-05,0.012501985300553643,0.0001732685261261896,8.70694708821028e-06,0.010266926651526469,0.00026663416517389867,2.1600893455542294e-06,0.005083999472854178,9.240245294252648e-05,9.716047150381347e-07,0.003403170789631113,0.000129286767524616,6.271648083304108e-07,0.0027321029359954514,1.6631517446100755e-05,5.067952825829084e-06,0.0078113447246940205,0.0006734939404465971,0.00010259665274983401,0.036248513219625286,0.0013180913239434309,9.238936411928906e-09,0.0003306903671702838,2.693939210156885e-07,0.041840593598829634,GUIDE Lat27,1.3959550279407908,0
pericardial problem,1.3389725126558062e-05,0.012767480842185541,0.007735061420207588,1.9662722546358316e-08,0.0004825120978184162,1.2382583000415562e-05,3.6446178742024308e-06,0.006615293932281337,0.0022962969769826512,8.028578782538754e-08,0.0009755549674482915,0.0001148472801688949,1.5093085788153652e-06,0.004245656044180731,0.003015934988217112,6.467957708048367e-07,0.002774667358541271,0.004020349272844296,3.3804554013636363e-07,0.002004159176580315,0.0004187526368835486,2.7511125912972517e-06,0.005741797715242725,0.017078182222037032,3.68412303081242e-07,0.002092452304395291,0.0002210948282752294,4.198329173675124e-07,0.0022340718600557022,0.0005718398933336244,9.103303991057277e-05,GUIDE Lat27,0.03406653367708138,0
Weighted-mean ISOVF in tract uncinate fasciculus (left),0.000542050120251312,0.08765183122538289,0.14919777306162518,3.987766063641705e-05,0.02226460267555562,0.011965423117781815,1.282362308540653e-05,0.012490823514243755,0.003849617578741034,4.929396744566594e-07,0.0024213011013647042,0.00033597472413410956,6.517783191056005e-08,0.000878889251711233,6.205469362501926e-05,2.2687974656149576e-06,0.0052111091483205375,0.0067192860841462304,1.3546570187857712e-08,0.0004004608650747218,7.995442171480204e-06,2.307364061170375e-06,0.0052554781721409274,0.006824647008392334,2.5422316459949633e-06,0.005518119933452956,0.000726926280805053,4.869889464086917e-06,0.007655841683857589,0.0031604422399287495,0.0007795201058972831,GUIDE Lat14,0.10698057694903455,0
other joint disorder,0.00013145417057362294,0.041244826669913796,0.009413261229993985,0.0002174193555394157,0.053722247977356696,0.01697225067739347,2.2794442681262092e-05,0.0167316480665037,0.0017802404653843387,1.047062919316446e-06,0.0035333756672844474,0.00018566432280504622,1.3121593025761972e-06,0.003957368901299085,0.00032501554686841834,4.538481393333862e-06,0.007388524636841358,0.0034968806442788173,5.256002138435673e-07,0.0025004546905983698,8.070705761601097e-05,9.136293675802828e-06,0.010519995347424078,0.007030350321752753,0.00020970026697156356,0.052706104915010786,0.015599729910750135,2.0176634301457815e-05,0.015724119699821692,0.003406593570322211,0.0036502643361057295,GUIDE Lat92,0.2609125531396182,0
Mean FA in anterior corona radiata on FA skeleton (left),0.0025279055525045933,0.2093235793979745,0.09088736590961331,7.044463345082794e-06,0.009224092895714199,0.0002760997913707936,8.001023559834494e-05,0.03186330560238834,0.0031374164602328302,4.9412704942766054e-05,0.024853364917133657,0.004399174993876878,2.4648510541673e-07,0.001710779368829796,3.065386102285567e-05,7.140094921744118e-07,0.002915743534065426,0.00027621748498901075,3.818115935427311e-06,0.006772120776435962,0.00029436218891900235,5.453794030185164e-07,0.002547204434755071,0.000210708753962553,3.35131244687306e-05,0.020368639001944314,0.0012517279409302749,8.412186431248348e-07,0.0031657435741277765,7.131114670837522e-05,0.00503829064625423,GUIDE Lat46,0.31822898262528915,0
Weighted-mean L2 in tract inferior fronto-occipital fasciculus (right),1.0461743701468942e-05,0.011266655752964804,9.89494911712046e-05,1.3728841273894085e-06,0.004048323202731066,1.4155293048462643e-05,1.4821326493227152e-06,0.004207075015877474,1.5289050380338775e-05,4.2684683043276144e-07,0.0022527042805688203,9.997041300235468e-06,1.8377937552531194e-07,0.0014768302749526806,6.01254155060278e-06,7.263030460476039e-07,0.002940821738284983,7.39148777161811e-05,9.30418099368609e-08,0.0010502888279692057,1.8870259755191376e-06,2.0353655826902924e-06,0.004934202555567346,0.00020686789207772084,2.7307885476397766e-05,0.01834586809002001,0.00026831806660572915,2.2348434654887478e-07,0.0016288513127052128,4.9838212383478085e-06,0.03247942520504819,GUIDE Lat57,1.1467998456822843,0
90th percentile of BOLD effect (in group-defined mask) for faces activation,6.818483117221201e-05,0.029335663073672857,0.0021634843796092804,1.3455225480706698e-05,0.012799121356359714,0.0004654065232052871,2.417682350951581e-05,0.017241190864225243,0.0008366603404693903,3.55285789246841e-05,0.020986291497700905,0.0027914751599836113,4.588115000908768e-08,0.0007372770191277897,5.035610372640588e-06,1.0445868282518093e-06,0.00352917844718445,0.000356627679584568,1.9272730534825743e-06,0.004800666100942191,0.00013112922152093824,5.70053880077138e-07,0.0026043584898966976,0.00019436724281825062,3.6040517319747404e-05,0.021140496210176413,0.0011879806437488005,4.381073585423877e-07,0.002282302125393295,3.2775732028404836e-05,0.01934075620158782,GUIDE Lat39,0.7813548203989911,0
LV end diastolic volume,0.0001317442743456037,0.04129234252626382,0.021606615137744273,8.463746366751542e-05,0.03280436307294797,0.015131888015949385,0.00043014994238100163,0.07732737295224215,0.07694117317199455,5.813672591047554e-06,0.00837160701430577,0.0023609973128663124,1.6050651242135937e-07,0.0013800038782677266,9.105409346442245e-05,1.1830275503998988e-06,0.0037567424816409675,0.002087633961310135,8.847626153099598e-06,0.010350504646182633,0.003111515648394814,2.06303223947042e-06,0.0049678142366147825,0.003635818331378401,1.9234578742677383e-07,0.0015109166739823289,3.2771024584467805e-05,1.0492432153072275e-06,0.0035370674114222683,0.00040572990026356445,0.00043014994238100163,GUIDE Lat2,0.07732737295224215,0
"Age hay fever, rhinitis or eczema diagnosed",5.196463016713708e-05,0.025504953910030766,0.0022482294000879116,5.448418799287607e-06,0.008101900907478143,0.00025696782965176074,2.9632048358521713e-07,0.0018761249830021906,1.3982293180470978e-05,6.145530803881312e-06,0.008609530971668259,0.0006583883206856877,2.022472693203424e-06,0.004918462099004324,0.0003026685378485301,3.2947690834063835e-06,0.006287450466393581,0.0015337771811943352,2.660774872378413e-06,0.005646127417534679,0.00024684887471797376,4.3291285197400567e-07,0.0022686961798614835,0.0002012678626264736,0.00014461988472911665,0.04335529339072236,0.006499996863305051,1.360537271184865e-08,0.00040132947875184727,1.387870943988595e-06,0.009308328217853658,GUIDE Lat37,0.4721570080829459,0
Mean ISOVF in posterior thalamic radiation on FA skeleton (right),0.011609200607393764,0.5474409616819188,0.7233762835518248,0.00029017351966692875,0.06261399378052945,0.019710390081827237,3.089382060160764e-05,0.019538759265457423,0.0020995079272820728,3.274501655328101e-05,0.020128594916682674,0.005052392720321877,1.9302829769845044e-07,0.001513599587019799,4.1603968691072094e-05,7.649614426893973e-07,0.003018338773494595,0.0005128684737671029,6.73096020671399e-07,0.002830698741132529,8.9935098023385e-05,3.3554237173581448e-09,0.00019925928735735178,2.2467279786619733e-06,0.00014569070898178164,0.043523018960005065,0.009430748448423138,6.931456727902279e-06,0.009149036642031757,0.001018338877916947,0.011609200607393764,GUIDE Lat0,0.5474409616819188,0
Mean ISOVF in superior corona radiata on FA skeleton (left),0.019304483366631753,0.7803033148085226,0.8425132548102648,2.5972146583963444e-06,0.005577851062538209,0.00012356682726718862,1.957047850537258e-06,0.004837811332256638,9.315452411813493e-05,7.912901884407337e-06,0.009782268403775858,0.0008551538903703569,5.614289626480996e-07,0.0025845228175421526,8.475497533637419e-05,1.9578113734973813e-06,0.004838760168733085,0.0009193775909524162,3.118298952910643e-07,0.0019247040810931578,2.91827723204045e-05,5.566312920476798e-07,0.0025734234992025947,0.00026105219526734673,0.00033419945719864833,0.06751946269550947,0.015152233451982628,6.385562717129854e-07,0.0027568815128420666,6.570880840467794e-05,0.019304483366631753,GUIDE Lat0,0.7803033148085226,0
Mean ISOVF in superior corona radiata on FA skeleton (right),0.03329274568388076,1.1687076985350544,0.846435507622186,2.6657091069723227e-05,0.018121484373884552,0.0007388095619830224,1.503689964929356e-06,0.004237707819159971,4.169524307596885e-05,9.671088339000453e-06,0.010827231731387303,0.0006088489296059253,8.174716398414111e-07,0.0031205794834316845,7.189004991620404e-05,2.2361476296227483e-06,0.005173254943301073,0.0006117151555258677,6.397664144179083e-06,0.008786112041604956,0.0003487835043069985,5.212784396558013e-07,0.0024901239994944966,0.00014241482366994065,0.0003722209286332607,0.07153434634249208,0.00983099335444654,2.5975763797883386e-09,0.00017531419612879157,1.5571069559762983e-07,0.03329274568388076,GUIDE Lat0,1.1687076985350544,0
Mean ISOVF in posterior corona radiata on FA skeleton (left),0.025319746083641816,0.9508922401414449,0.8484063569706678,0.0001215270719276856,0.03958888547818343,0.0044390812455978226,4.817012279167313e-05,0.024530335824236714,0.0017603793669095128,1.4950302932446183e-05,0.013502023054596357,0.0012404649480445814,5.281362930621037e-07,0.0025064972340565943,6.1212823302754e-05,3.2316373157552587e-06,0.0062264919346185854,0.0011651227713694956,2.4860931671237976e-07,0.0017181498227377427,1.786290987357145e-05,1.4786126625059894e-06,0.004202052234697762,0.0005324025936652909,0.00010982045409708815,0.03755416853079553,0.0038227874978122214,8.917100928140543e-09,0.0003248773938230496,7.044888244465738e-07,0.025319746083641816,GUIDE Lat0,0.9508922401414449,0
Mean ISOVF in posterior corona radiata on FA skeleton (right),0.026297317404581064,0.978019877340924,0.8218238475521975,0.00024493134456628527,0.057219781345005,0.008344246964618957,4.067804848479465e-06,0.006991783667471123,0.00013864727846168672,2.7243570106876702e-05,0.018323808254257036,0.002108245811146977,1.922471371071829e-06,0.004794649309357991,0.0002078160100461663,3.6858775090295477e-06,0.006652916430322167,0.0012394034413053532,1.768885897551114e-08,0.00045763988828791634,1.1853793297501372e-06,4.0460089398515927e-07,0.002193067181791636,0.00013587366897459212,0.0003340755989581739,0.0675060705201454,0.01084587015547582,2.323183712749867e-06,0.005273571873110598,0.0001711814510664413,0.026297317404581064,GUIDE Lat0,0.978019877340924,0
Mean ISOVF in retrolenticular part of internal capsule on FA skeleton (left),0.0004684938413965419,0.08098012978331437,0.24376113717063014,2.863451518135032e-05,0.018795463137744255,0.016241491421699155,3.545556534102677e-06,0.006524099346947336,0.0020120044828713596,2.752381538493358e-06,0.005743130435780362,0.0035461667508136507,9.580633416070432e-07,0.0033792802876518205,0.0017242754077860726,9.841293712536997e-07,0.0034251209134462724,0.005509564638768799,8.676523975037689e-07,0.0032152794673297076,0.0009680473299006283,4.146695862578507e-06,0.007059799736457704,0.023184831184488223,1.3599128972929206e-05,0.012868373526738296,0.00735062094316835,2.0207909546142476e-07,0.0015487406643514125,0.00024790645112502156,0.0004684938413965419,GUIDE Lat0,0.08098012978331437,0
Mean ISOVF in retrolenticular part of internal capsule on FA skeleton (right),0.0009680337369116879,0.12066164688738701,0.33716042523630263,2.0695458910787745e-05,0.015928595574151116,0.007857721869673203,1.7332474395645672e-06,0.0045513168511910245,0.0006584012025775412,2.7302690827375264e-07,0.0018007198125999325,0.0002354732008268657,8.455313004930931e-07,0.003173877538998406,0.0010186561677979153,1.7339350987658962e-06,0.004552224317374976,0.006498055938711529,4.3529148232305525e-07,0.0022749365356145223,0.0003250996545775859,1.4759471139553283e-06,0.004198244737690256,0.005524055960754942,6.7421777833613315e-06,0.009021966793817723,0.0024394878191202696,2.4378336551919812e-08,0.0005372986756969626,2.001962905486176e-05,0.0009680337369116879,GUIDE Lat0,0.12066164688738701,0
Mean ISOVF in anterior corona radiata on FA skeleton (left),0.02523814865866123,0.9486215070076306,0.7855945791714122,0.00021062509742969545,0.05282871892858196,0.007147046286240783,8.588755113465735e-05,0.03305446267259372,0.0029157826835190005,1.2131275688742957e-05,0.012144267856635808,0.0009350555075772798,9.53532773545425e-07,0.0033712498296548264,0.00010266642479604977,1.9437408477056477e-06,0.004821245113099356,0.0006510042944753396,1.4968629389426653e-06,0.004228030328768281,9.991098920737984e-05,5.559497168887934e-08,0.0008116492904075897,1.859592007419519e-05,0.00028165842405174853,0.061628631566519876,0.00910785447555522,1.2716880142263907e-05,0.01243799710278476,0.0009333132254172767,0.02523814865866123,GUIDE Lat0,0.9486215070076306,0
Mean FA in retrolenticular part of internal capsule on FA skeleton (right),0.0005321015272054702,0.08677268615932779,0.03572779093280187,0.0002220162611865641,0.054319760153442774,0.01625069485260885,2.5768579139607627e-05,0.017810848793524934,0.001887061611613433,6.105102898759707e-06,0.008580889255940444,0.0010150667065585862,1.5029403151609097e-07,0.0013353114778043803,3.4906413038899775e-05,7.61684686125675e-07,0.00301184488930659,0.000550289709057483,1.672470212200285e-05,0.014293353803615716,0.002408021108768038,1.2690399233211825e-06,0.003891511523833251,0.0009156470858324629,7.625000201510443e-06,0.009600706472065575,0.0005318680132560428,1.2197705945024945e-06,0.003814888500380506,0.00019310595931264793,0.0041216854600726925,GUIDE Lat46,0.2810149698078881,0
Age last used hormone-replacement therapy (HRT),3.98040954290847e-05,0.022243548500568144,0.020850741225951087,4.796925389627569e-05,0.024477748136235013,0.027392533086989482,1.1127709344014446e-05,0.011624365790384558,0.006357457438043027,1.773094222614416e-09,0.00014483835963339283,2.29993462045701e-06,8.331579849890286e-07,0.0031504849297261006,0.0015096383874993499,7.472437828446475e-07,0.002983059185407777,0.0042117303475233,8.903425938139114e-08,0.001027393541032604,0.0001000094708117698,2.0485720502380372e-06,0.004950274824894378,0.01153150937203077,3.980337037244349e-05,0.022243340899131887,0.02166037351311558,1.4775457243997092e-06,0.004200528617630873,0.0018249061180283506,0.00014122282827553042,GUIDE Lat20,0.0428194301643802,0
